vendor,java,os,flavor,variant,status,method,source,size_bytes,size_mb,compressed_bytes,compressed_mb,java_home_mb,os_id,os_version_id,os_pretty_name,libc,libc_version,java_version,java_runtime_version,java_vendor,java_vm_name,trivy_os,trivy_eosl,vuln_critical,vuln_high,vuln_medium,vuln_low,vuln_unknown,vuln_total,fixable_critical,fixable_high,fixable_medium,fixable_low,fixable_unknown,fixable_total,base_image,base_digest,built_at,build_seconds,trivy_version,trivy_db_updated,note
temurin,17,debian,jre,updated,ok,repo,adoptium:temurin-17-jre,293896192,293.9,100309218,100.3,142.2,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,17.0.20.1,17.0.20.1+1,Eclipse Adoptium,OpenJDK 64-Bit Server VM,debian 13.7,False,0,45,57,60,1,163,0,0,0,0,0,0,debian:trixie-slim,debian@sha256:d7e12182ce18b85b93007c1dedf31f2d29e01ccf3182cc4017c709b6259bc132,2026-09-15T20:35:04+00:00,18,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,17,ubuntu,jdk,base,ok,official,eclipse-temurin:17-jdk-resolute,485539840,485.5,217800612,217.8,281.9,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,17.0.20,17.0.20+8,Eclipse Adoptium,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,75,13,0,96,0,8,6,1,0,15,eclipse-temurin:17-jdk-resolute,eclipse-temurin@sha256:730ac5429bee3a19b6b9e3b702963b3bb7457a2fb66d71607eadfb7e03af0b37,2026-09-15T20:34:47+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,17,ubuntu,jdk,updated,ok,official,eclipse-temurin:17-jdk-resolute,496099328,496.1,220645443,220.6,281.9,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,17.0.20,17.0.20+8,Eclipse Adoptium,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,69,12,0,89,0,8,0,0,0,8,eclipse-temurin:17-jdk-resolute,eclipse-temurin@sha256:730ac5429bee3a19b6b9e3b702963b3bb7457a2fb66d71607eadfb7e03af0b37,2026-09-15T20:34:52+00:00,5,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,17,ubuntu,jre,base,ok,official,eclipse-temurin:17-jre-resolute,331010048,331.0,115568304,115.6,142.4,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,17.0.20,17.0.20+8,Eclipse Adoptium,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,75,5,0,88,0,8,6,1,0,15,eclipse-temurin:17-jre-resolute,eclipse-temurin@sha256:6ea260536bfc881f1e7d410b2b30e975cc28da677d140d17b6e04232adcf6310,2026-09-15T20:34:52+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,17,ubuntu,jre,updated,ok,official,eclipse-temurin:17-jre-resolute,341544960,341.5,118408930,118.4,142.4,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,17.0.20,17.0.20+8,Eclipse Adoptium,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,69,4,0,81,0,8,0,0,0,8,eclipse-temurin:17-jre-resolute,eclipse-temurin@sha256:6ea260536bfc881f1e7d410b2b30e975cc28da677d140d17b6e04232adcf6310,2026-09-15T20:34:56+00:00,4,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,21,alpine,jdk,base,ok,official,eclipse-temurin:21-jdk-alpine-3.24,370520064,370.5,183621619,183.6,307.8,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,21.0.12,21.0.12+8-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,5,11,18,0,34,0,5,11,18,0,34,eclipse-temurin:21-jdk-alpine-3.24,eclipse-temurin@sha256:6ea5548706b60ac0a602eaf48af74792cbab012d90e811ca8db6184b16b5c3d6,2026-09-15T20:34:53+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,21,alpine,jdk,updated,ok,official,eclipse-temurin:21-jdk-alpine-3.24,379760640,379.8,187088366,187.1,307.8,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,21.0.12,21.0.12+8-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,0,0,0,0,0,0,0,0,0,0,0,eclipse-temurin:21-jdk-alpine-3.24,eclipse-temurin@sha256:6ea5548706b60ac0a602eaf48af74792cbab012d90e811ca8db6184b16b5c3d6,2026-09-15T20:34:55+00:00,1,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,21,alpine,jre,base,ok,official,eclipse-temurin:21-jre-alpine-3.24,213860352,213.9,74073443,74.1,165.2,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,21.0.12,21.0.12+8-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,5,11,18,0,34,0,5,11,18,0,34,eclipse-temurin:21-jre-alpine-3.24,eclipse-temurin@sha256:974b08960c5d96694c780e65b2d5705268ab1e1ca1a0dd0caf4ba6c3fe34d699,2026-09-15T20:34:55+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,21,alpine,jre,updated,ok,official,eclipse-temurin:21-jre-alpine-3.24,223088640,223.1,77543071,77.5,165.2,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,21.0.12,21.0.12+8-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,0,0,0,0,0,0,0,0,0,0,0,eclipse-temurin:21-jre-alpine-3.24,eclipse-temurin@sha256:974b08960c5d96694c780e65b2d5705268ab1e1ca1a0dd0caf4ba6c3fe34d699,2026-09-15T20:34:56+00:00,1,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,21,debian,jdk,updated,ok,repo,adoptium:temurin-21-jdk,514588672,514.6,265100037,265.1,362.3,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,21.0.12.1,21.0.12.1+1-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,debian 13.7,False,0,45,57,60,1,163,0,0,0,0,0,0,debian:trixie-slim,debian@sha256:d7e12182ce18b85b93007c1dedf31f2d29e01ccf3182cc4017c709b6259bc132,2026-09-15T20:35:18+00:00,22,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,21,debian,jre,updated,ok,repo,adoptium:temurin-21-jre,317587456,317.6,106049243,106.0,165.9,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,21.0.12.1,21.0.12.1+1-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,debian 13.7,False,0,45,57,60,1,163,0,0,0,0,0,0,debian:trixie-slim,debian@sha256:d7e12182ce18b85b93007c1dedf31f2d29e01ccf3182cc4017c709b6259bc132,2026-09-15T20:35:10+00:00,14,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,21,ubuntu,jdk,base,ok,official,eclipse-temurin:21-jdk-resolute,512544768,512.5,230091119,230.1,308.9,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,21.0.12,21.0.12+8-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,75,13,0,96,0,8,6,1,0,15,eclipse-temurin:21-jdk-resolute,eclipse-temurin@sha256:2583204625882b1c367fb62f9b0b906aa307e0e40ba4eada610a4149b1697007,2026-09-15T20:34:57+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,21,ubuntu,jdk,updated,ok,official,eclipse-temurin:21-jdk-resolute,523104256,523.1,232936004,232.9,308.9,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,21.0.12,21.0.12+8-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,69,12,0,89,0,8,0,0,0,8,eclipse-temurin:21-jdk-resolute,eclipse-temurin@sha256:2583204625882b1c367fb62f9b0b906aa307e0e40ba4eada610a4149b1697007,2026-09-15T20:35:04+00:00,7,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,21,ubuntu,jre,base,ok,official,eclipse-temurin:21-jre-resolute,354701312,354.7,121146209,121.1,166.1,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,21.0.12,21.0.12+8-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,75,5,0,88,0,8,6,1,0,15,eclipse-temurin:21-jre-resolute,eclipse-temurin@sha256:d422afbc2c66d57d5aaf8fc4f51898d1b77941ff42fa12f222950269f42ae3c1,2026-09-15T20:34:57+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,21,ubuntu,jre,updated,ok,official,eclipse-temurin:21-jre-resolute,365236224,365.2,123986783,124.0,166.1,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,21.0.12,21.0.12+8-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,69,4,0,81,0,8,0,0,0,8,eclipse-temurin:21-jre-resolute,eclipse-temurin@sha256:d422afbc2c66d57d5aaf8fc4f51898d1b77941ff42fa12f222950269f42ae3c1,2026-09-15T20:35:03+00:00,6,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,25,alpine,jdk,base,ok,official,eclipse-temurin:25-jdk-alpine-3.24,309825536,309.8,109854872,109.9,262.1,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,25.0.4,25.0.4+7-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,5,11,18,0,34,0,5,11,18,0,34,eclipse-temurin:25-jdk-alpine-3.24,eclipse-temurin@sha256:09349d79941fd53bb3d487b393ca118d8853c08c09193f416fe6a8718df9e732,2026-09-15T20:35:03+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,25,alpine,jdk,updated,ok,official,eclipse-temurin:25-jdk-alpine-3.24,319049728,319.0,113315547,113.3,262.1,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,25.0.4,25.0.4+7-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,0,0,0,0,0,0,0,0,0,0,0,eclipse-temurin:25-jdk-alpine-3.24,eclipse-temurin@sha256:09349d79941fd53bb3d487b393ca118d8853c08c09193f416fe6a8718df9e732,2026-09-15T20:35:06+00:00,3,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,25,alpine,jre,base,ok,official,eclipse-temurin:25-jre-alpine-3.24,231497728,231.5,75478356,75.5,198.5,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,25.0.4,25.0.4+7-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,5,11,18,0,34,0,5,11,18,0,34,eclipse-temurin:25-jre-alpine-3.24,eclipse-temurin@sha256:3137541deb3cac6626b5d9a4a2187bc0d6a34312f858bd2c67dd01e732e6b682,2026-09-15T20:35:04+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,25,alpine,jre,updated,ok,official,eclipse-temurin:25-jre-alpine-3.24,240709632,240.7,78922695,78.9,198.5,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,25.0.4,25.0.4+7-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,0,0,0,0,0,0,0,0,0,0,0,eclipse-temurin:25-jre-alpine-3.24,eclipse-temurin@sha256:3137541deb3cac6626b5d9a4a2187bc0d6a34312f858bd2c67dd01e732e6b682,2026-09-15T20:35:06+00:00,2,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,25,debian,jdk,updated,ok,repo,adoptium:temurin-25-jdk,469794816,469.8,197274460,197.3,317.6,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,25.0.4.1,25.0.4.1+1-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,debian 13.7,False,0,45,57,60,1,163,0,0,0,0,0,0,debian:trixie-slim,debian@sha256:d7e12182ce18b85b93007c1dedf31f2d29e01ccf3182cc4017c709b6259bc132,2026-09-15T20:35:26+00:00,22,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,25,debian,jre,updated,ok,repo,adoptium:temurin-25-jre,352190464,352.2,116208426,116.2,200.5,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,25.0.4.1,25.0.4.1+1-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,debian 13.7,False,0,45,57,60,1,163,0,0,0,0,0,0,debian:trixie-slim,debian@sha256:d7e12182ce18b85b93007c1dedf31f2d29e01ccf3182cc4017c709b6259bc132,2026-09-15T20:35:23+00:00,17,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,25,ubuntu,jdk,base,ok,official,eclipse-temurin:25-jdk-resolute,450437120,450.4,156741401,156.7,264.7,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,25.0.4,25.0.4+7-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,59,13,0,80,0,8,6,1,0,15,eclipse-temurin:25-jdk-resolute,eclipse-temurin@sha256:3a7cb8fe45599df34a3294c4f15224e885fe4a422e386d2d3b1abe750c3bc7cf,2026-09-15T20:35:06+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,25,ubuntu,jdk,updated,ok,official,eclipse-temurin:25-jdk-resolute,460922880,460.9,159565289,159.6,264.7,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,25.0.4,25.0.4+7-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,53,12,0,73,0,8,0,0,0,8,eclipse-temurin:25-jdk-resolute,eclipse-temurin@sha256:3a7cb8fe45599df34a3294c4f15224e885fe4a422e386d2d3b1abe750c3bc7cf,2026-09-15T20:35:11+00:00,4,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,25,ubuntu,jre,base,ok,official,eclipse-temurin:25-jre-resolute,371433472,371.4,123148855,123.1,200.7,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,25.0.4,25.0.4+7-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,59,5,0,72,0,8,6,1,0,15,eclipse-temurin:25-jre-resolute,eclipse-temurin@sha256:23adeb62d27f7fefcfe6b81f6f1e3809539159f70a435ba70ac14c192a8cb75e,2026-09-15T20:35:10+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,25,ubuntu,jre,updated,ok,official,eclipse-temurin:25-jre-resolute,381894656,381.9,125968077,126.0,200.7,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,25.0.4,25.0.4+7-LTS,Eclipse Adoptium,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,53,4,0,65,0,8,0,0,0,8,eclipse-temurin:25-jre-resolute,eclipse-temurin@sha256:23adeb62d27f7fefcfe6b81f6f1e3809539159f70a435ba70ac14c192a8cb75e,2026-09-15T20:35:14+00:00,4,0.73.0,2026-09-15T07:08:16.463168542Z,
zulu,17,alpine,jdk,base,ok,official,azul-zulu:17-jdk-alpine3.23,297156608,297.2,151120144,151.1,281.0,alpine,3.23.5,Alpine Linux v3.23,musl,1.2.5,17.0.20.1,17.0.20.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,alpine 3.23.5,False,0,2,6,12,0,20,0,2,6,12,0,20,azul-zulu:17-jdk-alpine3.23,azul-zulu@sha256:826380ad67e84fa9a6d767891ced5a954818be9fd58f545a019ca0b48271c79c,2026-09-15T20:35:11+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,Docker Official Image; Azul pins Alpine 3.23
zulu,17,alpine,jdk,updated,ok,official,azul-zulu:17-jdk-alpine3.23,303730688,303.7,153884526,153.9,281.0,alpine,3.23.5,Alpine Linux v3.23,musl,1.2.5,17.0.20.1,17.0.20.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,alpine 3.23.5,False,0,0,0,0,0,0,0,0,0,0,0,0,azul-zulu:17-jdk-alpine3.23,azul-zulu@sha256:826380ad67e84fa9a6d767891ced5a954818be9fd58f545a019ca0b48271c79c,2026-09-15T20:35:13+00:00,2,0.73.0,2026-09-15T07:08:16.463168542Z,Docker Official Image; Azul pins Alpine 3.23
zulu,17,alpine,jre,base,ok,official,azul-zulu:17-jre-alpine3.23,207314944,207.3,70163533,70.2,191.3,alpine,3.23.5,Alpine Linux v3.23,musl,1.2.5,17.0.20.1,17.0.20.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,alpine 3.23.5,False,0,2,6,12,0,20,0,2,6,12,0,20,azul-zulu:17-jre-alpine3.23,azul-zulu@sha256:02404e17c5c1188f0a6d78d737ff1f152124f3004527312261358451dd12acbe,2026-09-15T20:35:12+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,Docker Official Image; Azul pins Alpine 3.23
zulu,17,alpine,jre,updated,ok,official,azul-zulu:17-jre-alpine3.23,213880832,213.9,72924934,72.9,191.3,alpine,3.23.5,Alpine Linux v3.23,musl,1.2.5,17.0.20.1,17.0.20.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,alpine 3.23.5,False,0,0,0,0,0,0,0,0,0,0,0,0,azul-zulu:17-jre-alpine3.23,azul-zulu@sha256:02404e17c5c1188f0a6d78d737ff1f152124f3004527312261358451dd12acbe,2026-09-15T20:35:14+00:00,1,0.73.0,2026-09-15T07:08:16.463168542Z,Docker Official Image; Azul pins Alpine 3.23
zulu,17,debian,jdk,base,ok,official,azul-zulu:17-jdk-debian13,389353472,389.4,181518815,181.5,281.1,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,17.0.20.1,17.0.20.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,debian 13.6,False,3,57,75,81,1,217,3,12,24,21,0,60,azul-zulu:17-jdk-debian13,azul-zulu@sha256:f63e3acbc529ae79137c4ea07232a55eae106675b5aff8acd1e7abc98c5a1b5c,2026-09-15T20:35:13+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
zulu,17,debian,jdk,updated,ok,official,azul-zulu:17-jdk-debian13,434958336,435.0,196928997,196.9,281.1,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,17.0.20.1,17.0.20.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,debian 13.7,False,0,45,51,60,1,157,0,0,0,0,0,0,azul-zulu:17-jdk-debian13,azul-zulu@sha256:f63e3acbc529ae79137c4ea07232a55eae106675b5aff8acd1e7abc98c5a1b5c,2026-09-15T20:35:19+00:00,6,0.73.0,2026-09-15T07:08:16.463168542Z,
zulu,17,debian,jre,base,ok,official,azul-zulu:17-jre-debian13,298770432,298.8,100942359,100.9,191.2,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,17.0.20.1,17.0.20.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,debian 13.6,False,3,57,75,81,1,217,3,12,24,21,0,60,azul-zulu:17-jre-debian13,azul-zulu@sha256:0786f38990f1cf9f781f98b28fd96d7bcd627160c99c9c0452681995a37f1ee0,2026-09-15T20:35:14+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
zulu,17,debian,jre,updated,ok,official,azul-zulu:17-jre-debian13,344313856,344.3,116349371,116.3,191.2,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,17.0.20.1,17.0.20.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,debian 13.7,False,0,45,51,60,1,157,0,0,0,0,0,0,azul-zulu:17-jre-debian13,azul-zulu@sha256:0786f38990f1cf9f781f98b28fd96d7bcd627160c99c9c0452681995a37f1ee0,2026-09-15T20:35:20+00:00,6,0.73.0,2026-09-15T07:08:16.463168542Z,
zulu,17,ubuntu,jdk,updated,ok,repo,zulu:zulu17-jdk,440614912,440.6,205393355,205.4,281.1,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,17.0.20.1,17.0.20.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,49,4,0,61,0,8,0,0,0,8,ubuntu:26.04,ubuntu@sha256:513c074113a871b51a8d16ab445c88779d6452d937a164fb5cc479f32668a41d,2026-09-15T20:41:00+00:00,23,0.73.0,2026-09-15T07:08:16.463168542Z,
zulu,17,ubuntu,jre,updated,ok,repo,zulu:zulu17-jre,349995008,350.0,122787288,122.8,191.2,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,17.0.20.1,17.0.20.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,49,4,0,61,0,8,0,0,0,8,ubuntu:26.04,ubuntu@sha256:513c074113a871b51a8d16ab445c88779d6452d937a164fb5cc479f32668a41d,2026-09-15T20:40:54+00:00,18,0.73.0,2026-09-15T07:08:16.463168542Z,
zulu,21,alpine,jdk,base,ok,official,azul-zulu:21-jdk-alpine3.23,323952640,324.0,164122302,164.1,307.8,alpine,3.23.5,Alpine Linux v3.23,musl,1.2.5,21.0.12.1,21.0.12.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,alpine 3.23.5,False,0,2,6,12,0,20,0,2,6,12,0,20,azul-zulu:21-jdk-alpine3.23,azul-zulu@sha256:f27ac42b8216e8100ac59ef4bf329ad2bd64e0f8f298609b04062cb2b9e56245,2026-09-15T20:35:19+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,Docker Official Image; Azul pins Alpine 3.23
zulu,21,alpine,jdk,updated,ok,official,azul-zulu:21-jdk-alpine3.23,330526720,330.5,166886718,166.9,307.8,alpine,3.23.5,Alpine Linux v3.23,musl,1.2.5,21.0.12.1,21.0.12.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,alpine 3.23.5,False,0,0,0,0,0,0,0,0,0,0,0,0,azul-zulu:21-jdk-alpine3.23,azul-zulu@sha256:f27ac42b8216e8100ac59ef4bf329ad2bd64e0f8f298609b04062cb2b9e56245,2026-09-15T20:35:21+00:00,2,0.73.0,2026-09-15T07:08:16.463168542Z,Docker Official Image; Azul pins Alpine 3.23
zulu,21,alpine,jre,base,ok,official,azul-zulu:21-jre-alpine3.23,225107968,225.1,75295060,75.3,209.1,alpine,3.23.5,Alpine Linux v3.23,musl,1.2.5,21.0.12.1,21.0.12.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,alpine 3.23.5,False,0,2,6,12,0,20,0,2,6,12,0,20,azul-zulu:21-jre-alpine3.23,azul-zulu@sha256:88fce7a0e17d2fe2f0b1962180771b7baaac79e86e732e8200a1fcb694e1db32,2026-09-15T20:35:20+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,Docker Official Image; Azul pins Alpine 3.23
zulu,21,alpine,jre,updated,ok,official,azul-zulu:21-jre-alpine3.23,231673856,231.7,78043743,78.0,209.1,alpine,3.23.5,Alpine Linux v3.23,musl,1.2.5,21.0.12.1,21.0.12.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,alpine 3.23.5,False,0,0,0,0,0,0,0,0,0,0,0,0,azul-zulu:21-jre-alpine3.23,azul-zulu@sha256:88fce7a0e17d2fe2f0b1962180771b7baaac79e86e732e8200a1fcb694e1db32,2026-09-15T20:35:22+00:00,1,0.73.0,2026-09-15T07:08:16.463168542Z,Docker Official Image; Azul pins Alpine 3.23
zulu,21,debian,jdk,base,ok,official,azul-zulu:21-jdk-debian13,416845824,416.8,194831915,194.8,308.5,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,21.0.12.1,21.0.12.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,debian 13.6,False,3,57,75,81,1,217,3,12,24,21,0,60,azul-zulu:21-jdk-debian13,azul-zulu@sha256:2e230d906cffcc7bb7360ce82836f2ff0e0be74a1d5ebaf929e4e6ac99d61bf2,2026-09-15T20:35:21+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
zulu,21,debian,jdk,updated,ok,official,azul-zulu:21-jdk-debian13,462450688,462.5,210242208,210.2,308.5,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,21.0.12.1,21.0.12.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,debian 13.7,False,0,45,51,60,1,157,0,0,0,0,0,0,azul-zulu:21-jdk-debian13,azul-zulu@sha256:2e230d906cffcc7bb7360ce82836f2ff0e0be74a1d5ebaf929e4e6ac99d61bf2,2026-09-15T20:35:26+00:00,5,0.73.0,2026-09-15T07:08:16.463168542Z,
zulu,21,debian,jre,base,ok,official,azul-zulu:21-jre-debian13,317087744,317.1,106231609,106.2,209.5,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,21.0.12.1,21.0.12.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,debian 13.6,False,3,57,75,81,1,217,3,12,24,21,0,60,azul-zulu:21-jre-debian13,azul-zulu@sha256:01a8af6d24da34de2a4bc439932b6993780bf7373ff9d144e4985168f6f1ac4a,2026-09-15T20:35:22+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
zulu,21,debian,jre,updated,ok,official,azul-zulu:21-jre-debian13,362631168,362.6,121638693,121.6,209.5,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,21.0.12.1,21.0.12.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,debian 13.7,False,0,45,51,60,1,157,0,0,0,0,0,0,azul-zulu:21-jre-debian13,azul-zulu@sha256:01a8af6d24da34de2a4bc439932b6993780bf7373ff9d144e4985168f6f1ac4a,2026-09-15T20:35:27+00:00,5,0.73.0,2026-09-15T07:08:16.463168542Z,
zulu,21,ubuntu,jdk,updated,ok,repo,zulu:zulu21-jdk,468099072,468.1,219007964,219.0,308.5,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,21.0.12.1,21.0.12.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,49,4,0,61,0,8,0,0,0,8,ubuntu:26.04,ubuntu@sha256:513c074113a871b51a8d16ab445c88779d6452d937a164fb5cc479f32668a41d,2026-09-15T20:41:01+00:00,24,0.73.0,2026-09-15T07:08:16.463168542Z,
zulu,21,ubuntu,jre,updated,ok,repo,zulu:zulu21-jre,368312320,368.3,128192744,128.2,209.5,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,21.0.12.1,21.0.12.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,49,4,0,61,0,8,0,0,0,8,ubuntu:26.04,ubuntu@sha256:513c074113a871b51a8d16ab445c88779d6452d937a164fb5cc479f32668a41d,2026-09-15T20:40:55+00:00,18,0.73.0,2026-09-15T07:08:16.463168542Z,
zulu,25,alpine,jdk,base,ok,official,azul-zulu:25-jdk-alpine3.23,370307072,370.3,183907019,183.9,354.2,alpine,3.23.5,Alpine Linux v3.23,musl,1.2.5,25.0.4.1,25.0.4.1+1-LTS,"Azul Systems, Inc.",OpenJDK 64-Bit Server VM,alpine 3.23.5,False,0,2,6,12,0,20,0,2,6,12,0,20,azul-zulu:25-jdk-alpine3.23,azul-zulu@sha256:49a27102b1447526f251cceb0339b30fac0b3cd24f46cae63fb68d9625264923,2026-09-15T20:35:26+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,Docker Official Image; Azul pins Alpine 3.23
